RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.034526,0.043902,5.2307,8.1061,4469.1,5854.6
0.035448,0.044438,5.3776,8.0382,4594.7,5798
0.035411,0.045745,5.3844,8.5168,4598.3,6104.9
0.035219,0.045034,5.4043,8.3017,4597.6,5955.5
0.035125,0.046346,5.3669,8.2686,4582.3,6015.1
0.035065,0.046233,5.3519,8.4467,4550.4,6049.5
0.034771,0.045252,5.2826,8.6053,4517.2,6060.4
0.03487,0.043425,5.321,8.0594,4538,5803.7
0.034633,0.044623,5.3254,8.1677,4530.2,5893.8
0.0351,0.045168,5.3313,8.2425,4563.2,5933.1
0.03504,0.04414,5.3627,8.1625,4568.9,5858.3
0.034862,0.043672,5.2851,8.2178,4516.4,5850.2
0.035114,0.045724,5.3736,8.3536,4575,5950.6
0.034888,0.044331,5.3234,8.0969,4547.4,5842
0.034734,0.04437,5.3011,8.45,4521.3,5954.9
0.035051,0.043774,5.3285,8.0785,4545.2,5792.1
0.035695,0.046783,5.4997,8.6657,4678.9,6149
0.035171,0.044773,5.361,8.2746,4575,5941
0.034965,0.045645,5.3521,8.2357,4569.9,5946.1
0.035345,0.045639,5.4555,8.4931,4637.8,6079.8
0.034992,0.045808,5.3353,8.5675,4556.6,6071.1
0.034969,0.046268,5.3454,8.3531,4560,5983.1
0.035316,0.046318,5.3987,8.5851,4605.4,6130.6
0.035193,0.048292,5.3809,8.8183,4598,6349.7
0.034942,0.045796,5.3098,8.6962,4536.3,6197.1
0.034889,0.04507,5.2825,8.1915,4513.6,5923.2
0.03481,0.046454,5.3081,8.4127,4526.2,6010.8
0.034668,0.045362,5.2952,8.6841,4505.3,6096.9
0.03456,0.045049,5.2377,8.055,4471,5840.4
0.0349,0.045567,5.2921,8.369,4533.6,6008.4
0.034745,0.042969,5.2943,7.9518,4505.2,5692
0.034496,0.045352,5.2738,8.2987,4493.2,5985.3
0.034723,0.045469,5.2947,8.5833,4515.8,6099.6
0.035019,0.047528,5.3532,8.8097,4558.2,6272
0.034903,0.046297,5.3248,8.409,4538.5,6097.2
0.035124,0.0454,5.3067,8.3204,4546.6,5975
0.034666,0.045138,5.2454,8.3376,4487.8,5948.1
0.034778,0.044767,5.2714,8.3609,4505.1,5964.2
0.035545,0.046615,5.4293,8.5947,4639.9,6140.1
0.035405,0.044443,5.4138,8.1463,4615.4,5844.6
0.034725,0.046631,5.2988,8.4757,4515.6,6074.5
