Product code,Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),DayTyep_Idx,,,,interpolation rule: follow previous data
IDCJAC0016,66006,2013,4,18,15.1,4,,,,
IDCJAC0016,66006,2013,4,19,14.9,5,,,,
IDCJAC0016,66006,2013,4,20,4.1,6,,,,
IDCJAC0016,66006,2013,4,21,14.3,0,,,,
IDCJAC0016,66006,2013,4,22,14,1,,,,
IDCJAC0016,66006,2013,4,23,14.8,2,,,,
IDCJAC0016,66006,2013,4,24,15.8,3,,,,
IDCJAC0016,66006,2013,4,25,15.4,4,,,,
IDCJAC0016,66006,2013,4,26,15.2,5,,,,
IDCJAC0016,66006,2013,4,27,15,6,,,,
IDCJAC0016,66006,2013,4,28,15,0,,,,
IDCJAC0016,66006,2013,4,29,14,1,,,,
IDCJAC0016,66006,2013,4,30,10.8,2,,,,
IDCJAC0016,66006,2013,5,1,13.2,3,,,,
IDCJAC0016,66006,2013,5,2,13.3,4,,,,
IDCJAC0016,66006,2013,5,3,14.7,5,,,,
IDCJAC0016,66006,2013,5,4,11,6,,,,
IDCJAC0016,66006,2013,5,5,13.8,0,,,,
IDCJAC0016,66006,2013,5,6,13.5,1,,,,
IDCJAC0016,66006,2013,5,7,10.8,2,,,,
IDCJAC0016,66006,2013,5,8,11,3,,,,
IDCJAC0016,66006,2013,5,9,13.6,4,,,,
IDCJAC0016,66006,2013,5,10,13.3,5,,,,
IDCJAC0016,66006,2013,5,11,10.4,6,,,,
IDCJAC0016,66006,2013,5,12,11.5,0,,,,
IDCJAC0016,66006,2013,5,13,8.4,1,,,,
IDCJAC0016,66006,2013,5,14,11.1,2,,,,
IDCJAC0016,66006,2013,5,15,12.6,3,,,,
IDCJAC0016,66006,2013,5,16,10.5,4,,,,
IDCJAC0016,66006,2013,5,17,12.4,5,,,,
IDCJAC0016,66006,2013,5,18,12.4,6,,,,
IDCJAC0016,66006,2013,5,19,12.1,0,,,,
IDCJAC0016,66006,2013,5,20,11.6,1,,,,
IDCJAC0016,66006,2013,5,21,10.2,2,,,,
IDCJAC0016,66006,2013,5,22,4.3,3,,,,
IDCJAC0016,66006,2013,5,23,4.7,4,,,,
IDCJAC0016,66006,2013,5,24,6,5,,,,
IDCJAC0016,66006,2013,5,25,11.3,6,,,,
IDCJAC0016,66006,2013,5,26,11.4,0,,,,
IDCJAC0016,66006,2013,5,27,10.3,1,,,,
IDCJAC0016,66006,2013,5,28,7,2,,,,
IDCJAC0016,66006,2013,5,29,9.3,3,,,,
IDCJAC0016,66006,2013,5,30,10.3,4,,,,
IDCJAC0016,66006,2013,5,31,10.2,5,,,,
IDCJAC0016,66006,2013,6,1,6.6,6,,,,
IDCJAC0016,66006,2013,6,2,2.9,0,,,,
IDCJAC0016,66006,2013,6,3,10.8,1,,,,
IDCJAC0016,66006,2013,6,4,10.5,2,,,,
IDCJAC0016,66006,2013,6,5,9,3,,,,
IDCJAC0016,66006,2013,6,6,6.8,4,,,,
IDCJAC0016,66006,2013,6,7,5.9,5,,,,
IDCJAC0016,66006,2013,6,8,6.7,6,,,,
IDCJAC0016,66006,2013,6,9,9.4,0,,,,
IDCJAC0016,66006,2013,6,10,6.7,1,,,,
IDCJAC0016,66006,2013,6,11,9.8,2,,,,
IDCJAC0016,66006,2013,6,12,3.1,3,,,,
IDCJAC0016,66006,2013,6,13,9.6,4,,,,
IDCJAC0016,66006,2013,6,14,9.3,5,,,,
IDCJAC0016,66006,2013,6,15,7,6,,,,
IDCJAC0016,66006,2013,6,16,9.8,0,,,,
IDCJAC0016,66006,2013,6,17,6.6,1,,,,
IDCJAC0016,66006,2013,6,18,9.8,2,,,,
IDCJAC0016,66006,2013,6,19,7.5,3,,,,
IDCJAC0016,66006,2013,6,20,9.4,4,,,,
IDCJAC0016,66006,2013,6,21,8.9,5,,,,
IDCJAC0016,66006,2013,6,22,4.4,6,,,,
IDCJAC0016,66006,2013,6,23,3,0,,,,
IDCJAC0016,66006,2013,6,24,5.1,1,,,,
IDCJAC0016,66006,2013,6,25,3.5,2,,,,
IDCJAC0016,66006,2013,6,26,7.8,3,,,,
IDCJAC0016,66006,2013,6,27,7.2,4,,,,
IDCJAC0016,66006,2013,6,28,4.1,5,,,,
IDCJAC0016,66006,2013,6,29,2.8,6,,,,
IDCJAC0016,66006,2013,6,30,3.2,0,,,,
IDCJAC0016,66006,2013,7,1,10.3,1,,,,
IDCJAC0016,66006,2013,7,2,10.7,2,,,,
IDCJAC0016,66006,2013,7,3,11,3,,,,
IDCJAC0016,66006,2013,7,4,11.1,4,,,,
IDCJAC0016,66006,2013,7,5,10.7,5,,,,
IDCJAC0016,66006,2013,7,6,11.2,6,,,,
IDCJAC0016,66006,2013,7,7,10.9,0,,,,
IDCJAC0016,66006,2013,7,8,10.9,1,,,,
IDCJAC0016,66006,2013,7,9,6.2,2,,,,
IDCJAC0016,66006,2013,7,10,8,3,,,,
IDCJAC0016,66006,2013,7,11,9.9,4,,,,
IDCJAC0016,66006,2013,7,12,10.7,5,,,,
IDCJAC0016,66006,2013,7,13,8.5,6,,,,
IDCJAC0016,66006,2013,7,14,10.4,0,,,,
IDCJAC0016,66006,2013,7,15,7.9,1,,,,
IDCJAC0016,66006,2013,7,16,7.9,2,,,,
IDCJAC0016,66006,2013,7,17,10.4,3,,,,
IDCJAC0016,66006,2013,7,18,8.6,4,,,,
IDCJAC0016,66006,2013,7,19,5.6,5,,,,
IDCJAC0016,66006,2013,7,20,11.5,6,,,,
IDCJAC0016,66006,2013,7,21,12.4,0,,,,
IDCJAC0016,66006,2013,7,22,12,1,,,,
IDCJAC0016,66006,2013,7,23,11,2,,,,
IDCJAC0016,66006,2013,7,24,8.9,3,,,,
IDCJAC0016,66006,2013,7,25,12.5,4,,,,
IDCJAC0016,66006,2013,7,26,12.6,5,,,,
IDCJAC0016,66006,2013,7,27,12.5,6,,,,
IDCJAC0016,66006,2013,7,28,11.6,0,,,,
IDCJAC0016,66006,2013,7,29,12.7,1,,,,
IDCJAC0016,66006,2013,7,30,8.6,2,,,,
IDCJAC0016,66006,2013,7,31,11.8,3,,,,
IDCJAC0016,66006,2013,8,1,12.1,4,,,,
IDCJAC0016,66006,2013,8,2,11.1,5,,,,
IDCJAC0016,66006,2013,8,3,13.2,6,,,,
IDCJAC0016,66006,2013,8,4,13,0,,,,
IDCJAC0016,66006,2013,8,5,13.4,1,,,,
IDCJAC0016,66006,2013,8,6,13,2,,,,
IDCJAC0016,66006,2013,8,7,13.1,3,,,,
IDCJAC0016,66006,2013,8,8,4,4,,,,
IDCJAC0016,66006,2013,8,9,11.5,5,,,,
IDCJAC0016,66006,2013,8,10,14.5,6,,,,
IDCJAC0016,66006,2013,8,11,14.7,0,,,,
IDCJAC0016,66006,2013,8,12,8.5,1,,,,
IDCJAC0016,66006,2013,8,13,15.2,2,,,,
IDCJAC0016,66006,2013,8,14,15.3,3,,,,
IDCJAC0016,66006,2013,8,15,15.5,4,,,,
IDCJAC0016,66006,2013,8,16,15.8,5,,,,
IDCJAC0016,66006,2013,8,17,15.1,6,,,,
IDCJAC0016,66006,2013,8,18,16,0,,,,
IDCJAC0016,66006,2013,8,19,14.4,1,,,,
IDCJAC0016,66006,2013,8,20,16.8,2,,,,
IDCJAC0016,66006,2013,8,21,16,3,,,,
IDCJAC0016,66006,2013,8,22,13.4,4,,,,
IDCJAC0016,66006,2013,8,23,9.1,5,,,,
IDCJAC0016,66006,2013,8,24,16.6,6,,,,
IDCJAC0016,66006,2013,8,25,17.2,0,,,,
IDCJAC0016,66006,2013,8,26,16.2,1,,,,
IDCJAC0016,66006,2013,8,27,16.9,2,,,,
IDCJAC0016,66006,2013,8,28,17.6,3,,,,
IDCJAC0016,66006,2013,8,29,13.4,4,,,,
IDCJAC0016,66006,2013,8,30,17.7,5,,,,
IDCJAC0016,66006,2013,8,31,15.7,6,,,,
IDCJAC0016,66006,2013,9,1,17.2,0,,,,
IDCJAC0016,66006,2013,9,2,16.5,1,,,,
IDCJAC0016,66006,2013,9,3,17.1,2,,,,
IDCJAC0016,66006,2013,9,4,17.3,3,,,,
IDCJAC0016,66006,2013,9,5,16.9,4,,,,
IDCJAC0016,66006,2013,9,6,16.4,5,,,,
IDCJAC0016,66006,2013,9,7,17.7,6,,,,
IDCJAC0016,66006,2013,9,8,5.8,0,,,,
IDCJAC0016,66006,2013,9,9,12.4,1,,,,
IDCJAC0016,66006,2013,9,10,17.5,2,,,,
IDCJAC0016,66006,2013,9,11,15,3,,,,
IDCJAC0016,66006,2013,9,12,18,4,,,,
IDCJAC0016,66006,2013,9,13,12.2,5,,,,
IDCJAC0016,66006,2013,9,14,16.1,6,,,,
IDCJAC0016,66006,2013,9,15,13.9,0,,,,
IDCJAC0016,66006,2013,9,16,3.5,1,,,,
IDCJAC0016,66006,2013,9,17,12.5,2,,,,
IDCJAC0016,66006,2013,9,18,19.3,3,,,,
IDCJAC0016,66006,2013,9,19,21,4,,,,
IDCJAC0016,66006,2013,9,20,17.2,5,,,,
IDCJAC0016,66006,2013,9,21,21.1,6,,,,
IDCJAC0016,66006,2013,9,22,20.6,0,,,,
IDCJAC0016,66006,2013,9,23,21.2,1,,,,
IDCJAC0016,66006,2013,9,24,14.8,2,,,,
IDCJAC0016,66006,2013,9,25,21.2,3,,,,
IDCJAC0016,66006,2013,9,26,21.8,4,,,,
IDCJAC0016,66006,2013,9,27,22.6,5,,,,
IDCJAC0016,66006,2013,9,28,22.8,6,,,,
IDCJAC0016,66006,2013,9,29,22.6,0,,,,
IDCJAC0016,66006,2013,9,30,22.2,1,,,,
IDCJAC0016,66006,2013,10,1,11.5,2,,,,
IDCJAC0016,66006,2013,10,2,23.6,3,,,,
IDCJAC0016,66006,2013,10,3,9.2,4,,,,
IDCJAC0016,66006,2013,10,4,23,5,,,,
IDCJAC0016,66006,2013,10,5,22.6,6,,,,
IDCJAC0016,66006,2013,10,6,24,0,,,,
IDCJAC0016,66006,2013,10,7,21.8,1,,,,
IDCJAC0016,66006,2013,10,8,22.7,2,,,,
IDCJAC0016,66006,2013,10,9,24.5,3,,,,
IDCJAC0016,66006,2013,10,10,23.7,4,,,,
IDCJAC0016,66006,2013,10,11,22.2,5,,,,
IDCJAC0016,66006,2013,10,12,25,6,,,,
IDCJAC0016,66006,2013,10,13,24.7,0,,,,
IDCJAC0016,66006,2013,10,14,18.4,1,,,,
IDCJAC0016,66006,2013,10,15,26,2,,,,
IDCJAC0016,66006,2013,10,16,26.4,3,,,,
IDCJAC0016,66006,2013,10,17,20.9,4,,,,
IDCJAC0016,66006,2013,10,18,23.4,5,,,,
IDCJAC0016,66006,2013,10,19,26.9,6,,,,
IDCJAC0016,66006,2013,10,20,25.2,0,,,,
IDCJAC0016,66006,2013,10,21,25.4,1,,,,
IDCJAC0016,66006,2013,10,22,4.8,2,,,,
IDCJAC0016,66006,2013,10,23,24.5,3,,,,
IDCJAC0016,66006,2013,10,24,25.9,4,,,,
IDCJAC0016,66006,2013,10,25,26.8,5,,,,
IDCJAC0016,66006,2013,10,26,24.6,6,,,,
IDCJAC0016,66006,2013,10,27,23.5,0,,,,
IDCJAC0016,66006,2013,10,28,18.8,1,,,,
IDCJAC0016,66006,2013,10,29,12.7,2,,,,
IDCJAC0016,66006,2013,10,30,24.3,3,,,,
IDCJAC0016,66006,2013,10,31,25.2,4,,,,
IDCJAC0016,66006,2013,11,1,21.2,5,,,,
IDCJAC0016,66006,2013,11,2,20.4,6,,,,
IDCJAC0016,66006,2013,11,3,18.6,0,,,,
IDCJAC0016,66006,2013,11,4,28.1,1,,,,
IDCJAC0016,66006,2013,11,5,15,2,,,,
IDCJAC0016,66006,2013,11,6,29.1,3,,,,
IDCJAC0016,66006,2013,11,7,28.4,4,,,,
IDCJAC0016,66006,2013,11,8,23.3,5,,,,
IDCJAC0016,66006,2013,11,9,23.1,6,,,,
IDCJAC0016,66006,2013,11,10,3.8,0,,,,
IDCJAC0016,66006,2013,11,11,3.1,1,,,,
IDCJAC0016,66006,2013,11,12,8.6,2,,,,
IDCJAC0016,66006,2013,11,13,26.2,3,,,,
IDCJAC0016,66006,2013,11,14,28.7,4,,,,
IDCJAC0016,66006,2013,11,15,16.7,5,,,,
IDCJAC0016,66006,2013,11,16,15.8,6,,,,
IDCJAC0016,66006,2013,11,17,3.1,0,,,,
IDCJAC0016,66006,2013,11,18,4.6,1,,,,
IDCJAC0016,66006,2013,11,19,23.1,2,,,,
IDCJAC0016,66006,2013,11,20,29.8,3,,,,
IDCJAC0016,66006,2013,11,21,24.1,4,,,,
IDCJAC0016,66006,2013,11,22,6,5,,,,
IDCJAC0016,66006,2013,11,23,15.8,6,,,,
IDCJAC0016,66006,2013,11,24,27.9,0,,,,
IDCJAC0016,66006,2013,11,25,16.1,1,,,,
IDCJAC0016,66006,2013,11,26,20.7,2,,,,
IDCJAC0016,66006,2013,11,27,30.8,3,,,,
IDCJAC0016,66006,2013,11,28,27.5,4,,,,
IDCJAC0016,66006,2013,11,29,2.5,5,,,,
IDCJAC0016,66006,2013,11,30,18.9,6,,,,
IDCJAC0016,66006,2013,12,1,22.4,0,,,,
IDCJAC0016,66006,2013,12,2,29.2,1,,,,
IDCJAC0016,66006,2013,12,3,32.7,2,,,,
IDCJAC0016,66006,2013,12,4,18.8,3,,,,
IDCJAC0016,66006,2013,12,5,19.5,4,,,,
IDCJAC0016,66006,2013,12,6,31.9,5,,,,
IDCJAC0016,66006,2013,12,7,30.9,6,,,,
IDCJAC0016,66006,2013,12,8,31.6,0,,,,
IDCJAC0016,66006,2013,12,9,13.2,1,,,,
IDCJAC0016,66006,2013,12,10,29.3,2,,,,
IDCJAC0016,66006,2013,12,11,31.1,3,,,,
IDCJAC0016,66006,2013,12,12,27.4,4,,,,
IDCJAC0016,66006,2013,12,13,31.9,5,,,,
IDCJAC0016,66006,2013,12,14,19.9,6,,,,
IDCJAC0016,66006,2013,12,15,17.4,0,,,,
IDCJAC0016,66006,2013,12,16,18.9,1,,,,
IDCJAC0016,66006,2013,12,17,30.1,2,,,,
IDCJAC0016,66006,2013,12,18,30.8,3,,,,
IDCJAC0016,66006,2013,12,19,32.1,4,,,,
IDCJAC0016,66006,2013,12,20,31.1,5,,,,
IDCJAC0016,66006,2013,12,21,29.5,6,,,,
IDCJAC0016,66006,2013,12,22,24.7,0,,,,
IDCJAC0016,66006,2013,12,23,11.3,1,,,,
IDCJAC0016,66006,2013,12,24,6.1,2,,,,
IDCJAC0016,66006,2013,12,25,2.8,3,,,,
IDCJAC0016,66006,2013,12,26,27.8,4,,,,
IDCJAC0016,66006,2013,12,27,27.5,5,,,,
IDCJAC0016,66006,2013,12,28,29.7,6,,,,
IDCJAC0016,66006,2013,12,29,32.5,0,,,,
IDCJAC0016,66006,2013,12,30,31.7,1,,,,
IDCJAC0016,66006,2013,12,31,31.6,2,,,,
IDCJAC0016,66006,2014,1,1,22.1,3,,,,
IDCJAC0016,66006,2014,1,2,12.9,4,,,,
IDCJAC0016,66006,2014,1,3,22,5,,,,
IDCJAC0016,66006,2014,1,4,31.7,6,,,,
IDCJAC0016,66006,2014,1,5,29.4,0,,,,
IDCJAC0016,66006,2014,1,6,33.6,1,,,,
IDCJAC0016,66006,2014,1,7,7.4,2,,,,
IDCJAC0016,66006,2014,1,8,6.4,3,,,,
IDCJAC0016,66006,2014,1,9,14.9,4,,,,
IDCJAC0016,66006,2014,1,10,24.2,5,,,,
IDCJAC0016,66006,2014,1,11,30.1,6,,,,
IDCJAC0016,66006,2014,1,12,22.1,0,,,,
IDCJAC0016,66006,2014,1,13,24.5,1,,,,
IDCJAC0016,66006,2014,1,14,30.9,2,,,,
IDCJAC0016,66006,2014,1,15,31.9,3,,,,
IDCJAC0016,66006,2014,1,16,32.3,4,,,,
IDCJAC0016,66006,2014,1,17,31.9,5,,,,
IDCJAC0016,66006,2014,1,18,32.2,6,,,,
IDCJAC0016,66006,2014,1,19,20.6,0,,,,
IDCJAC0016,66006,2014,1,20,10.8,1,,,,
IDCJAC0016,66006,2014,1,21,10.3,2,,,,
IDCJAC0016,66006,2014,1,22,3.1,3,,,,
IDCJAC0016,66006,2014,1,23,18.7,4,,,,
IDCJAC0016,66006,2014,1,24,13,5,,,,
IDCJAC0016,66006,2014,1,25,24.3,6,,,,
IDCJAC0016,66006,2014,1,26,10.1,0,,,,
IDCJAC0016,66006,2014,1,27,29.5,1,,,,
IDCJAC0016,66006,2014,1,28,30.8,2,,,,
IDCJAC0016,66006,2014,1,29,30.8,3,,,,
IDCJAC0016,66006,2014,1,30,30.8,4,,,,
IDCJAC0016,66006,2014,1,31,30.1,5,,,,
IDCJAC0016,66006,2014,2,1,25.1,6,,,,
IDCJAC0016,66006,2014,2,2,28.8,0,,,,
IDCJAC0016,66006,2014,2,3,29.7,1,,,,
IDCJAC0016,66006,2014,2,4,5.1,2,,,,
IDCJAC0016,66006,2014,2,5,16.7,3,,,,
IDCJAC0016,66006,2014,2,6,11.3,4,,,,
IDCJAC0016,66006,2014,2,7,29.5,5,,,,
IDCJAC0016,66006,2014,2,8,29,6,,,,
IDCJAC0016,66006,2014,2,9,29.3,0,,,,
IDCJAC0016,66006,2014,2,10,13.8,1,,,,
IDCJAC0016,66006,2014,2,11,12,2,,,,
IDCJAC0016,66006,2014,2,12,17.3,3,,,,
IDCJAC0016,66006,2014,2,13,20.2,4,,,,
IDCJAC0016,66006,2014,2,14,5.7,5,,,,
IDCJAC0016,66006,2014,2,15,8.1,6,,,,
IDCJAC0016,66006,2014,2,16,2.9,0,,,,
IDCJAC0016,66006,2014,2,17,20.9,1,,,,
IDCJAC0016,66006,2014,2,18,14.8,2,,,,
IDCJAC0016,66006,2014,2,19,5.7,3,,,,
IDCJAC0016,66006,2014,2,20,26.7,4,,,,
IDCJAC0016,66006,2014,2,21,26.2,5,,,,
IDCJAC0016,66006,2014,2,22,19.3,6,,,,
IDCJAC0016,66006,2014,2,23,20.2,0,,,,
IDCJAC0016,66006,2014,2,24,24.5,1,,,,
IDCJAC0016,66006,2014,2,25,24.6,2,,,,
IDCJAC0016,66006,2014,2,26,17.3,3,,,,
IDCJAC0016,66006,2014,2,27,4,4,,,,
IDCJAC0016,66006,2014,2,28,3.1,5,,,,
IDCJAC0016,66006,2014,3,1,4.6,6,,,,
IDCJAC0016,66006,2014,3,2,10.9,0,,,,
IDCJAC0016,66006,2014,3,3,14.9,1,,,,
IDCJAC0016,66006,2014,3,4,15.5,2,,,,
IDCJAC0016,66006,2014,3,5,19.5,3,,,,
IDCJAC0016,66006,2014,3,6,13.2,4,,,,
IDCJAC0016,66006,2014,3,7,17.6,5,,,,
IDCJAC0016,66006,2014,3,8,22,6,,,,
IDCJAC0016,66006,2014,3,9,21.6,0,,,,
IDCJAC0016,66006,2014,3,10,22.7,1,,,,
IDCJAC0016,66006,2014,3,11,21.8,2,,,,
IDCJAC0016,66006,2014,3,12,13.8,3,,,,
IDCJAC0016,66006,2014,3,13,16.9,4,,,,
IDCJAC0016,66006,2014,3,14,21.1,5,,,,
IDCJAC0016,66006,2014,3,15,13.4,6,,,,
IDCJAC0016,66006,2014,3,16,10.8,0,,,,
IDCJAC0016,66006,2014,3,17,23.2,1,,,,
IDCJAC0016,66006,2014,3,18,21.1,2,,,,
IDCJAC0016,66006,2014,3,19,20.5,3,,,,
IDCJAC0016,66006,2014,3,20,19.4,4,,,,
IDCJAC0016,66006,2014,3,21,14.6,5,,,,
IDCJAC0016,66006,2014,3,22,18,6,,,,
IDCJAC0016,66006,2014,3,23,16.7,0,,,,
IDCJAC0016,66006,2014,3,24,3.3,1,,,,
IDCJAC0016,66006,2014,3,25,14,2,,,,
IDCJAC0016,66006,2014,3,26,6.3,3,,,,
IDCJAC0016,66006,2014,3,27,3.2,4,,,,
IDCJAC0016,66006,2014,3,28,8.3,5,,,,
IDCJAC0016,66006,2014,3,29,15.8,6,,,,
IDCJAC0016,66006,2014,3,30,15.6,0,,,,
IDCJAC0016,66006,2014,3,31,14,1,,,,
IDCJAC0016,66006,2014,4,1,15.8,2,,,,
IDCJAC0016,66006,2014,4,2,18.3,3,,,,
IDCJAC0016,66006,2014,4,3,16.4,4,,,,
IDCJAC0016,66006,2014,4,4,4.2,5,,,,
IDCJAC0016,66006,2014,4,5,10,6,,,,
IDCJAC0016,66006,2014,4,6,8.3,0,,,,
IDCJAC0016,66006,2014,4,7,8.4,1,,,,
IDCJAC0016,66006,2014,4,8,10,2,,,,
IDCJAC0016,66006,2014,4,9,13.4,3,,,,
IDCJAC0016,66006,2014,4,10,5.3,4,,,,
IDCJAC0016,66006,2014,4,11,10.2,5,,,,
IDCJAC0016,66006,2014,4,12,6.5,6,,,,
IDCJAC0016,66006,2014,4,13,8.5,0,,,,
IDCJAC0016,66006,2014,4,14,11.8,1,,,,
IDCJAC0016,66006,2014,4,15,11.1,2,,,,
IDCJAC0016,66006,2014,4,16,14.3,3,,,,
IDCJAC0016,66006,2014,4,17,15.6,4,,,,
IDCJAC0016,66006,2014,4,18,16.2,5,,,,
IDCJAC0016,66006,2014,4,19,15.8,6,,,,
IDCJAC0016,66006,2014,4,20,15.4,0,,,,
IDCJAC0016,66006,2014,4,21,15.9,1,,,,
IDCJAC0016,66006,2014,4,22,14.8,2,,,,
IDCJAC0016,66006,2014,4,23,14.1,3,,,,
IDCJAC0016,66006,2014,4,24,14,4,,,,
IDCJAC0016,66006,2014,4,25,6.8,5,,,,
IDCJAC0016,66006,2014,4,26,5.9,6,,,,
IDCJAC0016,66006,2014,4,27,3.9,0,,,,
IDCJAC0016,66006,2014,4,28,8,1,,,,
IDCJAC0016,66006,2014,4,29,13.6,2,,,,
IDCJAC0016,66006,2014,4,30,10,3,,,,
IDCJAC0016,66006,2014,5,1,14.5,4,,,,
IDCJAC0016,66006,2014,5,2,11.7,5,,,,
IDCJAC0016,66006,2014,5,3,8.6,6,,,,
IDCJAC0016,66006,2014,5,4,13,0,,,,
IDCJAC0016,66006,2014,5,5,13,1,,,,
IDCJAC0016,66006,2014,5,6,13,2,,,,
IDCJAC0016,66006,2014,5,7,13.7,3,,,,
IDCJAC0016,66006,2014,5,8,11.1,4,,,,
IDCJAC0016,66006,2014,5,9,10.2,5,,,,
IDCJAC0016,66006,2014,5,10,11,6,,,,
IDCJAC0016,66006,2014,5,11,9.3,0,,,,
IDCJAC0016,66006,2014,5,12,11.7,1,,,,
IDCJAC0016,66006,2014,5,13,11.6,2,,,,
IDCJAC0016,66006,2014,5,14,11.9,3,,,,
IDCJAC0016,66006,2014,5,15,12.7,4,,,,
IDCJAC0016,66006,2014,5,16,12.7,5,,,,
IDCJAC0016,66006,2014,5,17,12.4,6,,,,
IDCJAC0016,66006,2014,5,18,9.2,0,,,,
IDCJAC0016,66006,2014,5,19,11.6,1,,,,
IDCJAC0016,66006,2014,5,20,10.1,2,,,,
IDCJAC0016,66006,2014,5,21,10.8,3,,,,
IDCJAC0016,66006,2014,5,22,11.8,4,,,,
IDCJAC0016,66006,2014,5,23,11.2,5,,,,
IDCJAC0016,66006,2014,5,24,10.2,6,,,,
IDCJAC0016,66006,2014,5,25,10.6,0,,,,
IDCJAC0016,66006,2014,5,26,11,1,,,,
IDCJAC0016,66006,2014,5,27,9.4,2,,,,
IDCJAC0016,66006,2014,5,28,11.3,3,,,,
IDCJAC0016,66006,2014,5,29,9.5,4,,,,
IDCJAC0016,66006,2014,5,30,8.2,5,,,,
IDCJAC0016,66006,2014,5,31,9.3,6,,,,
IDCJAC0016,66006,2014,6,1,4.5,0,,,,
IDCJAC0016,66006,2014,6,2,8.7,1,,,,
IDCJAC0016,66006,2014,6,3,10.9,2,,,,
IDCJAC0016,66006,2014,6,4,10.4,3,,,,
IDCJAC0016,66006,2014,6,5,3.4,4,,,,
IDCJAC0016,66006,2014,6,6,4.1,5,,,,
IDCJAC0016,66006,2014,6,7,10.3,6,,,,
IDCJAC0016,66006,2014,6,8,8.8,0,,,,
IDCJAC0016,66006,2014,6,9,8.1,1,,,,
IDCJAC0016,66006,2014,6,10,7.1,2,,,,
IDCJAC0016,66006,2014,6,11,7.4,3,,,,
IDCJAC0016,66006,2014,6,12,9.5,4,,,,
IDCJAC0016,66006,2014,6,13,8.3,5,,,,
IDCJAC0016,66006,2014,6,14,7.3,6,,,,
IDCJAC0016,66006,2014,6,15,4.3,0,,,,
IDCJAC0016,66006,2014,6,16,10.5,1,,,,
IDCJAC0016,66006,2014,6,17,10.1,2,,,,
IDCJAC0016,66006,2014,6,18,10.3,3,,,,
IDCJAC0016,66006,2014,6,19,10.4,4,,,,
IDCJAC0016,66006,2014,6,20,7.6,5,,,,
IDCJAC0016,66006,2014,6,21,10.3,6,,,,
IDCJAC0016,66006,2014,6,22,7.2,0,,,,
IDCJAC0016,66006,2014,6,23,4.8,1,,,,
IDCJAC0016,66006,2014,6,24,10.5,2,,,,
IDCJAC0016,66006,2014,6,25,10.6,3,,,,
IDCJAC0016,66006,2014,6,26,10.5,4,,,,
IDCJAC0016,66006,2014,6,27,10,5,,,,
IDCJAC0016,66006,2014,6,28,9.4,6,,,,
IDCJAC0016,66006,2014,6,29,10.6,0,,,,
IDCJAC0016,66006,2014,6,30,10.8,1,,,,
IDCJAC0016,66006,2014,7,1,10.5,2,,,,
IDCJAC0016,66006,2014,7,2,10.4,3,,,,
IDCJAC0016,66006,2014,7,3,10.9,4,,,,
IDCJAC0016,66006,2014,7,4,11.1,5,,,,
IDCJAC0016,66006,2014,7,5,10.7,6,,,,
IDCJAC0016,66006,2014,7,6,10.7,0,,,,
IDCJAC0016,66006,2014,7,7,10.8,1,,,,
IDCJAC0016,66006,2014,7,8,11.1,2,,,,
IDCJAC0016,66006,2014,7,9,11.1,3,,,,
IDCJAC0016,66006,2014,7,10,10.8,4,,,,
IDCJAC0016,66006,2014,7,11,11.1,5,,,,
IDCJAC0016,66006,2014,7,12,11,6,,,,
IDCJAC0016,66006,2014,7,13,10.8,0,,,,
IDCJAC0016,66006,2014,7,14,10.1,1,,,,
IDCJAC0016,66006,2014,7,15,4.9,2,,,,
IDCJAC0016,66006,2014,7,16,7.5,3,,,,
IDCJAC0016,66006,2014,7,17,10.9,4,,,,
IDCJAC0016,66006,2014,7,18,11.1,5,,,,
IDCJAC0016,66006,2014,7,19,7.7,6,,,,
IDCJAC0016,66006,2014,7,20,6.3,0,,,,
IDCJAC0016,66006,2014,7,21,10.4,1,,,,
IDCJAC0016,66006,2014,7,22,10.2,2,,,,
IDCJAC0016,66006,2014,7,23,11,3,,,,
IDCJAC0016,66006,2014,7,24,6.6,4,,,,
IDCJAC0016,66006,2014,7,25,3.6,5,,,,
IDCJAC0016,66006,2014,7,26,6.1,6,,,,
IDCJAC0016,66006,2014,7,27,12.3,0,,,,
IDCJAC0016,66006,2014,7,28,11.5,1,,,,
IDCJAC0016,66006,2014,7,29,10.3,2,,,,
IDCJAC0016,66006,2014,7,30,12.3,3,,,,
IDCJAC0016,66006,2014,7,31,12.9,4,,,,
IDCJAC0016,66006,2014,8,1,12.3,5,,,,
IDCJAC0016,66006,2014,8,2,12.9,6,,,,
IDCJAC0016,66006,2014,8,3,12.6,0,,,,
IDCJAC0016,66006,2014,8,4,12.8,1,,,,
IDCJAC0016,66006,2014,8,5,13.4,2,,,,
IDCJAC0016,66006,2014,8,6,13.8,3,,,,
IDCJAC0016,66006,2014,8,7,10.9,4,,,,
IDCJAC0016,66006,2014,8,8,10.5,5,,,,
IDCJAC0016,66006,2014,8,9,12.7,6,,,,
IDCJAC0016,66006,2014,8,10,9.1,0,,,,
IDCJAC0016,66006,2014,8,11,9.7,1,,,,
IDCJAC0016,66006,2014,8,12,10.5,2,,,,
IDCJAC0016,66006,2014,8,13,14.1,3,,,,
