ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,
CLOADNSWCE,ERGON1,21/06/2006,11/10/2006 22:02,141.34,149.54,166.497,155.412,142.819,137.078,135.196,105.542,82.111,61.342,69.374,65.289,65.812,64.481,31.793,11.723,15.523,14.491,13.831,10.991,18.594,22.217,24.545,27.002,26.941,25.88,32.047,20.8,15.592,16.405,40.611,42.124,43.131,39.615,16.239,10.834,15.488,11.074,5.311,10.66,18.965,18.706,18.923,31.723,79.053,94.577,107.111,141.05,
CLOADNSWCE,ERGON1,22/06/2006,11/10/2006 22:02,143.017,145.898,157.646,145.092,132.977,128.838,113.59,91.947,68.732,60.498,58.242,58.979,77.689,72.65,24.876,11.547,12.268,16.267,21.419,14.587,20.479,20.671,24.046,30.191,30.223,27.373,30.544,27.887,30.084,28.146,35.434,32.265,42.486,33.312,11.076,8.292,14.671,13.553,15.696,21.013,27.268,22.188,28.047,40.085,74.917,91.68,110.101,144.613,
CLOADNSWCE,ERGON1,23/06/2006,11/10/2006 22:02,138.712,140.115,159.103,145.819,143.587,118.657,108.223,98.17,84.386,66.64,62.924,74.81,77.049,80.52,30.475,14.225,16.417,17.047,14.246,10.373,22.868,17.364,19.447,29.477,29.015,32.838,32.807,22.526,16.449,16.33,30.602,40.091,38.873,27.122,11.716,8.618,9.38,5.086,6.827,16.096,19.878,18.162,26.173,43.198,77.912,90.483,102.39,135.898,
CLOADNSWCE,ERGON1,24/06/2006,11/10/2006 22:02,145.537,153.168,164.972,152.254,144.422,120.545,112.13,101.276,86.422,77.635,68.385,57.05,57.173,61.339,41.43,49.591,65.606,75.499,83.102,93.153,84.194,80.672,65.766,67.569,63.867,60.084,61.675,65.016,64.441,55.966,55.851,55.058,62.814,61.054,35.67,37.538,34.021,28.539,29.906,28.355,38.37,45.645,60.77,62.49,82.959,85.562,73.605,79.793,
CLOADNSWCE,ERGON1,25/06/2006,18/10/2006 22:04,75.193,76.105,89.128,98.873,88.457,78.158,73.689,67.789,62.121,56.793,50.1,47.439,47.064,52.729,29.213,50.705,65.529,80.965,82.445,86.752,87.84,97.028,77.783,72.581,59.016,76.797,65.761,54.559,50.667,65.217,71.922,68.075,59.211,55.516,26.658,27.49,37.939,48.086,39.769,38.997,47.127,46.557,53.307,71.403,70.614,61.949,66.11,72.919,
CLOADNSWCE,ERGON1,26/06/2006,18/10/2006 22:04,62.935,69.125,85.631,94.042,86.294,73.613,78.056,74.691,68.678,60.165,61.788,63.769,74.092,79.985,27.138,11.443,12.322,14.806,15.08,19.092,19.371,19.175,24.012,24.234,26.762,23.025,29.088,23.595,25.876,27.821,34.006,37.236,43.663,35.579,10.585,4.856,7.614,11.104,11.799,14.069,20.428,27.899,26.505,46.792,87.135,103.285,117.957,149.929,
CLOADNSWCE,ERGON1,27/06/2006,18/10/2006 22:04,155.716,157.486,176.045,170.24,148.98,135.547,125.871,103.12,92.544,83.879,75.524,80.731,71.037,77.172,22.486,7.73,18.364,14.449,16.906,18.02,21.579,21.187,25.474,31.829,20.462,20.789,26.009,22.478,19.145,19.9,38.023,38.486,38.054,36.089,14.718,14.145,14.79,13.619,16.322,18.545,23.021,27.297,28.918,37.173,82.05,100.696,114.735,146.327,
CLOADNSWCE,ERGON1,28/06/2006,18/10/2006 22:04,162.796,179.83,190.458,178.555,161.303,144.927,129.377,99.398,90.457,79.936,82.621,66.084,75.987,84.332,30.804,12.599,10.505,14.977,21.328,12.429,9.879,12.904,23.463,28.66,29.831,33.283,25.395,25.335,17.719,15.646,36.46,36.985,40.241,31.165,9.267,9.391,11.287,7.3,8.432,13.288,26.278,19.44,22.277,39.212,78.318,105.877,118.337,151.085,
CLOADNSWCE,ERGON1,29/06/2006,18/10/2006 22:04,159.291,168.765,187.139,178.011,160.497,138.542,135.539,116.669,100.55,87.634,82.858,76.894,79.133,84.6,34.55,9.896,16.237,18.568,16.521,16.777,18.355,16.59,23.333,29.85,30.24,26.531,31.599,23.29,16.594,21.761,37.367,40.705,42.256,37.132,13.58,5.689,7.501,7.449,14.636,16.34,23.008,24.531,24.363,38.253,84.04,102.476,109.153,140.164,
CLOADNSWCE,ERGON1,30/06/2006,18/10/2006 22:04,152.9,161.03,182.436,174.641,155.779,147.838,132.026,105.608,93.477,81.668,76.043,74.327,73.627,75.11,27.382,7.262,11.87,17.413,15.707,13.749,16.177,17.723,31.351,31.061,32.319,23.029,31.306,26.458,28.621,24.174,37.59,37.563,43.168,35.45,11.149,8.058,8.114,7.801,8.345,14.18,18.981,20.73,26.546,48.919,76.858,97.644,109.237,138.75,
CLOADNSWCE,ERGON1,01/07/2006,18/10/2006 22:04,146.79,156.876,169.713,152.806,135.257,127.448,116.477,103.663,92.295,75.376,68.226,61.562,66.463,60.998,49.67,63.889,65.127,73.694,78.415,83.484,79.526,81.519,61.506,58.989,57.802,58.42,50.615,47.985,61.834,52.939,73.064,62.196,54.309,66.088,45.033,40.175,44.962,35.868,26.944,34.281,38.515,50.452,53.814,66.148,75.473,66.224,68.013,72.657,
CLOADNSWCE,ERGON1,02/07/2006,25/10/2006 22:02,74.858,74.521,89.709,92.796,87.153,86.398,76.282,59.15,67.263,55.615,54.38,46.704,49.54,48.497,30.62,47.504,57.004,64.14,79.342,74.748,81.548,76.02,66.121,61.231,62.016,67.351,55.922,64.213,62.285,55.586,65.897,68.656,61.742,56.264,24.678,22.861,31.919,32.708,36.423,46.781,40.627,49.21,53.377,55.229,74.309,75.778,73.252,70.703,
CLOADNSWCE,ERGON1,03/07/2006,25/10/2006 22:02,72.471,82.63,92.229,93.817,85.137,81.279,65.491,60.267,56.675,52.745,53.37,55.695,77.235,70.31,20.908,15.623,13.897,17.093,14.876,14.929,24.29,19.695,31.713,21.291,26.238,30.498,33.948,28.16,30.303,24.703,31.651,41.386,41.689,34.731,10.478,6.538,8.811,3.896,11.263,14.775,22.387,25.135,19.794,33.411,70.721,90.591,107.155,140.949,
CLOADNSWCE,ERGON1,04/07/2006,25/10/2006 22:02,140.591,152.57,169.018,162.145,154.996,137.529,122.044,110.7,91.494,73.99,80.665,71.728,77.627,72.833,25.628,7.999,11.09,14.133,22.335,11.473,24.197,18.556,23.249,31.579,30.529,28.493,28.444,25.195,19.64,22.908,40.356,41.254,38.74,32.479,12.029,15.946,6.937,8.258,8.041,9.62,20.005,25.236,35.108,40.06,74.662,99.224,116.58,146.15,
CLOADNSWCE,ERGON1,05/07/2006,25/10/2006 22:02,152.125,158.476,177.174,174.14,154.218,142.761,119.966,103.113,89.153,76.818,75.35,72.21,78.87,79.683,22.57,13.084,15.433,14.938,15.734,17.028,21.802,22.391,29.886,29.059,26.454,28.245,29.648,26.746,26.188,25.067,40.515,38.866,42.475,35.026,14.014,15.261,11.29,9.495,10.555,11.036,19.87,16.744,26.408,40.961,83.02,96.33,116.056,145.102,
CLOADNSWCE,ERGON1,06/07/2006,25/10/2006 22:02,154.612,156.998,170.409,165.297,148.189,128.96,115.973,103.043,91.446,85.965,75.392,76.614,70.913,64.22,27.787,10.84,14.562,13.659,16.099,21.192,23.134,23.906,26.148,27.85,27.788,26.563,31.987,28.839,22.865,15.86,33.381,41.246,43.842,35.883,13.94,9.698,7.859,8.552,15.794,21.157,21.69,24.047,28.974,40.155,75.362,95.367,111.5,145.89,
CLOADNSWCE,ERGON1,07/07/2006,25/10/2006 22:02,139.932,154.974,163.467,155.468,143.771,135.809,122.901,97.194,81.898,68.856,63.188,72.556,65.819,72.263,27.209,7.888,13.8,12.407,25.793,20.221,24.633,24.231,26.836,29.944,25.373,24.227,34.505,27.248,25.226,19.787,28.995,35.304,31.884,33.495,15.541,9.794,10.706,6.379,9.43,9.384,19.437,16.26,25.681,40.357,82.136,92.921,108.961,143.778,
CLOADNSWCE,ERGON1,08/07/2006,25/10/2006 22:02,145.145,144.693,165.39,165.166,148.359,151.914,128.413,117.613,91.752,74.458,64.236,55.732,58.824,55.02,36.384,62.333,66.618,72.526,75.413,89.758,64.814,78.802,78.267,57.705,60.043,57.936,51.305,52.611,54.955,57.276,60.886,57.469,62.373,63.665,35.933,32.329,35.607,34.937,38.108,30.783,51.956,46.774,54.087,72.978,82.969,79.739,83.265,76.431,
CLOADNSWCE,ERGON1,09/07/2006,01/11/2006 22:02,70.819,70.248,92.841,85.993,78.64,75.88,65.552,77.268,64.664,63.433,57.219,49.132,49.524,40.964,31.9,34.614,56.112,55.872,64.772,83.905,77.437,68.151,69.442,54.737,66.369,62.538,65.852,52.536,60.629,51.996,73.797,72.226,65.691,66.193,29.106,32.26,43.986,37.652,39.377,40.07,54.059,58.836,57.838,68.282,70.399,77.097,74.547,83.047,
CLOADNSWCE,ERGON1,10/07/2006,01/11/2006 22:02,83.325,74.787,88.519,86.731,80.548,78.918,72.75,69.049,65.04,60.281,63.172,56.674,74.373,69.662,26.105,12.938,14.189,15.7,17.442,18.918,24.68,23.486,20.623,27.226,31.938,30.289,33.697,29.485,19.011,21.235,39.548,43.075,36.32,32.638,12.362,9.611,8.178,11.82,8.864,12.742,23.386,20.204,27.704,40.071,75.842,93.688,107.255,144.042,
CLOADNSWCE,ERGON1,11/07/2006,01/11/2006 22:02,147.918,152.094,170.326,159.659,134.473,132.701,122.67,100.53,88.407,75.601,84.535,81.015,77.152,80.277,28.153,8.436,10.535,8.778,15.154,20.623,16.247,19.058,15.535,27.487,24.909,23.024,31.672,26.598,23.845,20.152,36.939,41.414,43.271,35.463,13.041,13.419,13.653,12.089,12.666,13.662,26.677,26.581,23.218,34.857,78.334,96.229,114.968,139.525,
CLOADNSWCE,ERGON1,12/07/2006,01/11/2006 22:02,150.323,158.022,177.941,164.457,155.912,146.099,135.786,111.013,92.982,71.066,68.824,75.047,86.18,76.735,25.997,11.092,10.293,10.945,16.673,24.368,22.512,14.296,16.173,21.054,26.377,19.259,33.224,27.94,28.168,31.576,34.876,30.026,39.251,36.436,20.221,12.54,12.393,10.977,16.464,15.363,20.278,28.374,27.478,37.818,74.572,90.753,110.533,148.627,
CLOADNSWCE,ERGON1,13/07/2006,01/11/2006 22:02,153.898,148.947,176.086,164.262,164.428,148.229,128.147,117.103,93.371,79.191,79.005,72.789,66.804,78.414,26.165,15.035,13.453,11.409,16.617,15.169,22.077,26.062,21.43,22.089,24.346,25.022,33.344,30.117,21.159,29.513,38.646,39.49,32.188,26.046,14.973,14.667,13.937,9.92,13.067,14.835,25.134,26.276,29.944,38.441,78.466,96.436,111.604,130.863,
CLOADNSWCE,ERGON1,14/07/2006,01/11/2006 22:02,137.721,138.314,167.275,173.645,161.264,145.511,117.129,106.745,87.933,69.568,73.24,71.742,74.663,67.748,26.819,10.436,8.188,19.471,21.476,21.669,21.382,15.752,17.481,25.362,23.695,30.798,35.912,26.803,33.296,38.11,41.784,35.166,43.518,30.972,12.099,12.394,12.785,15.564,10.518,15.782,26.858,22.073,25.399,39.831,77.457,95.796,103.865,128.992,
CLOADNSWCE,ERGON1,15/07/2006,01/11/2006 22:02,138.48,145.178,161.391,150.379,142.133,131.437,109.437,100.297,75.948,69.502,54.971,51.261,47.226,45.71,48.497,59.429,64.22,85.848,102.714,91.656,83.206,74.627,63.379,53.489,60.282,63.203,64.772,73.691,70.065,61.058,71.32,60.027,56.595,57.393,44.169,30.196,21.962,35.71,34.654,38.008,39.847,49.05,51.975,62.161,65.082,66.345,65.655,64.69,
CLOADNSWCE,ERGON1,16/07/2006,08/11/2006 22:03,54.28,54.632,70.741,78.188,73.56,64.966,49.617,38.533,34.946,35.983,42.538,36.477,48.392,54.81,35.348,33.38,53.669,65.305,66.013,82.968,97.46,97.212,68.471,59.601,59.409,49.878,64.034,57.792,59.933,68.309,76.985,55.988,49.485,60.437,31.732,30.371,25.058,35.714,26.71,31.057,43.424,54.275,58.33,57.092,77.934,82.733,74.413,76.112,
CLOADNSWCE,ERGON1,17/07/2006,08/11/2006 22:03,66.446,69.021,83.062,78.765,68.232,64.886,68.98,58.666,56.059,62.984,49.516,64.168,62.363,69.813,28.956,14.514,12.253,14.902,17.312,17.79,19.296,24.921,26.08,29.735,19.842,21.415,30.597,21.529,17.299,22.553,32.675,37.284,42.128,33.306,16.516,11.271,8.585,12.485,17.322,19.786,29.261,31.541,29.729,38.816,90.149,97.128,109.946,130.141,
CLOADNSWCE,ERGON1,18/07/2006,08/11/2006 22:03,140.774,140.876,162.403,159.833,153.688,131.797,121.547,115.082,89.239,76.183,78.859,73.803,84.818,77.817,32.832,14.179,13.259,16.184,16.797,14.633,22.017,17.281,24.95,22.977,17.861,22.568,36.404,26.987,26.078,24.757,35.043,32.038,33.39,42.589,25.375,19.906,17.6,21.782,25.367,27.218,31.583,39.292,29.533,39.62,84.118,95.379,106.645,139.649,
CLOADNSWCE,ERGON1,19/07/2006,08/11/2006 22:03,148.974,146.769,171.2,162.133,151.892,129.53,112.77,110.098,89.43,65.588,72.312,80.498,71.487,73.51,30.52,15.172,14.162,16.881,19.895,17.285,18.38,18.455,24.213,19.571,17.958,14.918,28.892,28.217,23.668,33.262,37.679,36.695,38.077,34.89,21.738,11.581,10.556,14.888,14.328,9.415,26.621,31.477,33.036,41.107,82.181,99.18,103.328,139.343,
CLOADNSWCE,ERGON1,20/07/2006,08/11/2006 22:03,152.328,156.303,175.304,168.258,148.91,134.992,127.278,103.446,90.656,75.44,83.047,83.05,74.35,78.477,32.595,10.415,15.955,19.812,20.097,17.014,17.888,20.352,20.513,21.652,19.469,24.311,41.422,36.792,23.885,24.781,37.132,35.463,39.902,36.688,17.605,13.78,17.681,21.892,18.079,18.636,25.936,29.167,30.786,41.874,89.165,102.25,106.968,139.995,
CLOADNSWCE,ERGON1,21/07/2006,08/11/2006 22:03,136.953,135.45,165.408,159.256,141.433,137.322,130.273,113.002,93.312,71.713,80.893,79.771,72.869,77.396,33.012,13.442,15.724,16.52,16.039,18.032,24.359,21.703,22.144,28.538,24.287,20.439,40.218,36.59,33.394,29.632,41.765,47.669,45.21,43.093,21.304,17.037,17.743,13.654,15.591,14.363,23.139,30.438,26.441,40.773,84.377,100.538,111.674,137.743,
CLOADNSWCE,ERGON1,22/07/2006,08/11/2006 22:03,140.097,134.487,146.33,151.373,147.922,133.668,113.869,107.443,88.653,74.887,70.312,72.733,67.553,59.242,51.273,65.274,76.757,81.369,99.595,89.761,81.154,95.626,63.869,60.738,53.33,53.201,60.943,76.297,64.552,54.385,64.362,67.599,68.027,65.856,28.959,34.369,42.006,45.746,27.35,43.609,58.558,57.647,59.351,66.249,78.418,82.538,73.836,70.668,
CLOADNSWCE,ERGON1,23/07/2006,16/11/2006 00:18,75.742,60.915,80.351,80.549,76.194,78.628,75.016,71.579,62.196,65.733,63.814,55.831,46.582,42.238,31.413,41.322,62.211,69.857,86.334,102.725,93.737,90.737,82.372,62.942,58.041,63.672,60.386,57.934,58.114,50.557,53.326,64.474,66.268,55.815,36.259,32.503,38.888,39.53,37.395,41.501,47.387,58.458,51.629,61.008,72.566,73.088,67.724,61.591,
CLOADNSWCE,ERGON1,24/07/2006,16/11/2006 00:18,53.502,61.969,91.384,81.954,81.207,74.025,73.537,60.98,58.957,52.604,60.386,63.18,73.028,78.378,37.508,19.805,16.96,15.949,18.448,17.585,21.378,22.338,28.237,25.082,26.23,18.173,35.515,23.6,17.804,14.579,34.364,39.659,43.356,40.412,20.615,15.81,12.051,10.142,14.668,17.518,27.551,28.213,30.215,40.163,74.081,94.8,106.539,130.625,
CLOADNSWCE,ERGON1,25/07/2006,16/11/2006 00:18,134.04,138.995,159.712,151.478,133.563,138.383,125.032,101.986,88.046,70.972,74.99,66.718,77.039,86.61,24.965,19.126,16.895,19.522,15.399,5.859,19.795,27.805,19.693,18.315,24.937,29.539,31.838,33.298,26.037,20.603,37.41,40.091,46.048,39.07,23.36,8.255,16.329,17.405,14.982,21.183,26.258,29.851,29.611,40.588,86.221,91.212,99.565,134.517,
CLOADNSWCE,ERGON1,26/07/2006,16/11/2006 00:18,147.09,144.49,155.389,159.421,147.34,138.91,125.818,108.136,79.11,76.948,81.137,72.829,77.445,82.595,29.653,21.22,23.83,24.998,22.21,17.771,18.425,16.338,19.879,24.03,27.853,22.238,29.023,33.766,23.189,16.106,30.671,35.885,40.934,32.571,12.1,10.316,12.501,13.899,15.879,14.417,23.435,26.582,30.73,47.304,88.338,102.392,112.886,139.308,
CLOADNSWCE,ERGON1,27/07/2006,16/11/2006 00:18,152.935,155.415,166.319,160.498,149.084,143.797,127.252,102.1,87.311,77.701,65.631,71.978,81.507,80.769,34.924,19.993,19.395,25.792,22.632,22.564,26.448,23.787,26.248,25.464,19.834,23.283,34.067,21.231,18.658,19.716,35.87,49.653,39.483,34.905,19.632,12.388,13.37,12.864,11.92,12.127,21.945,27.889,30.296,40.994,79.661,91.843,107.565,135.784,
CLOADNSWCE,ERGON1,28/07/2006,16/11/2006 00:18,144.345,148.58,155.458,147.489,136.507,129.273,105.172,87.278,79.327,78.831,64.633,70.772,75.395,83.107,33.693,18.796,19.759,19.386,16.171,17.945,24.795,21.404,17.171,17.992,15.07,15.792,27.579,29.751,18.516,20.383,22.359,21.663,18.329,13.301,10.548,13.669,14.413,17.92,15.937,12.803,22.216,26.918,32.049,39.021,83.694,105.947,120.14,150.895,
CLOADNSWCE,ERGON1,29/07/2006,16/11/2006 00:18,150.917,140.166,149.809,141.604,144.96,140.256,116.118,93.073,89.234,84.274,68.777,53.786,68.772,67.686,41.199,64.752,81.56,100.671,105.58,110.158,105.296,97.665,78.704,49.407,52.822,48.448,48.902,56.177,60.744,51.404,68.351,65.83,60.36,58.448,42.292,45.127,46.771,34.651,42.909,43.556,55.091,50.739,49.447,62.382,81.867,80.587,68.359,69.261,
CLOADNSWCE,ERGON1,30/07/2006,23/11/2006 00:15,63.787,59.777,76.501,75.102,71.784,77.376,76.572,64.799,60.31,70.088,59.255,55.879,57.505,59.405,37.071,52.155,63.195,76.785,83.531,84.928,77.513,80.966,94.319,57.467,48.707,49.444,51.959,55.617,61.846,52.561,66.917,65.274,65.036,58.626,33.852,32.271,46.588,46.521,46.287,48.848,60.774,64.907,70.741,70.153,77.26,78.424,71.363,70.109,
CLOADNSWCE,ERGON1,31/07/2006,23/11/2006 00:15,58.766,63.338,70.979,80.238,75.232,77.935,73.697,62.618,60.27,53.911,54.306,57.11,64.932,58.077,30.761,16.866,20.201,17.299,15.669,11.268,20.823,18.56,26.905,17.034,21.577,19.975,28.579,23.278,23.072,25.706,35.438,40.606,37.357,31.071,16.441,9.397,6.738,16.127,12.399,17.996,23.427,31.433,35.174,44.382,85.833,97.871,112.481,142.96,
CLOADNSWCE,ERGON1,01/08/2006,23/11/2006 00:15,139.873,152.756,170.904,166.39,155.287,137.04,119.309,92.702,83.605,76.409,65.882,64.569,66.406,87.316,36.701,18.648,23.706,24.032,22.445,18.097,15.515,13.7,13.346,15.86,18.304,27.926,40.246,34.178,26.036,25.361,41.893,43.531,42.05,37.716,17.179,14.169,14.447,18.891,20.151,24.82,31.229,34.074,31.945,38.295,85.038,106.87,113.112,144.777,
CLOADNSWCE,ERGON1,02/08/2006,23/11/2006 00:15,147.743,143.914,163.076,161.063,147.764,141.189,130.366,105.112,89.461,76.445,68.804,75.098,83.674,83.928,31.888,19.931,19.557,20.932,20.597,16.454,18.797,19.861,27.404,17.927,22.2,18.402,26.71,28.408,24.131,20.888,40.319,41.816,44.012,36.584,14.119,18.728,9.736,20.435,25.744,19.309,25.887,23.411,30.747,37.286,81.547,95.948,109.014,147.954,
CLOADNSWCE,ERGON1,03/08/2006,23/11/2006 00:15,155.916,157.133,173.328,161.881,136.344,126.465,123.827,93.176,90.766,75.09,73.138,87.004,73.331,90.917,35.184,22.268,25.561,27.839,26.887,14.468,18.321,18.453,24.492,20.568,20.698,22.183,31.332,32.691,23.211,28.541,31.735,38.419,36.644,30.849,12.087,12.253,19.606,18.882,16.359,13.916,23.629,25.976,27.22,35.52,79.448,91.907,104.765,146.727,
CLOADNSWCE,ERGON1,04/08/2006,23/11/2006 00:15,146.52,152.327,163.639,150.424,142.1,140.954,126.252,103.96,89.233,87.019,74.226,80.175,73.906,84.832,39.622,21.823,26.75,27.858,30.905,15.656,20.894,18.576,25.629,20.096,19.06,21.186,36.171,25.497,22.391,23.506,43.043,48.145,52.651,43.955,17.272,8.772,15.877,13.788,13.472,15.467,23.049,30.889,30.225,39.431,80.175,96.533,108.982,139.963,
CLOADNSWCE,ERGON1,05/08/2006,23/11/2006 00:15,146.967,150.464,158.999,158.832,143.541,136.329,117.27,101.285,76.268,65.993,61.438,65.47,67.867,68.317,39.398,54.774,68.156,74.258,98.302,94.862,81.762,82.956,76.682,52.463,44.888,57.989,72.723,70.794,58.174,38.039,59.792,63.214,74.138,62.458,44.45,50.379,48.468,37.654,41.142,43.305,42.86,56.13,58.545,73.398,76.037,78.448,67.916,73.251,
CLOADNSWCE,ERGON1,06/08/2006,01/12/2006 12:43,54.752,57.949,87.255,80.941,79.7,72.112,71.947,63.507,60.078,56.603,64.082,61.12,57.072,69.011,44.02,53.619,60.061,74.545,87.986,77.681,80.915,84.75,90.886,78.09,70.798,67.186,56.657,59.541,60.21,47.038,64.018,78.299,53.206,47.008,35.853,38.362,43.788,38.881,30.255,31.139,51.28,48.846,47.661,67.169,79.499,86.904,82.064,72.046,
CLOADNSWCE,ERGON1,07/08/2006,01/12/2006 12:43,59.874,61.187,76.731,84.231,84.539,81.623,68.251,68.797,58.641,56.403,54.008,58.456,66.197,72.204,33.807,14.528,14.429,19.255,18.016,15.383,20.72,14.43,22.364,17.263,19.747,23.058,34.506,27.792,22.744,26.79,38.981,37.444,45.837,39.766,17.075,10.88,11.68,11.543,12.765,18.682,22.404,31.861,29.986,47.31,93.634,105.143,110.756,140.671,
CLOADNSWCE,ERGON1,08/08/2006,01/12/2006 12:43,147.392,154.088,171.056,174.987,159.477,145.587,128.142,103.155,90.471,77.4,77.828,74.03,76.845,79.989,33.602,19.747,22.63,18.927,18.117,11.108,15.657,15.182,23.194,17.836,25.045,17.727,24.865,20.079,21.329,17.722,37.111,37.689,44.693,43.582,18.141,17.199,16.431,17.5,15.008,15.656,25.651,27.333,30.691,37.242,84.131,93.821,108.601,137.755,
CLOADNSWCE,ERGON1,09/08/2006,01/12/2006 12:43,147.629,146.68,166.851,155.813,135.806,135.81,119.557,101.416,82.932,74.503,80.035,64.849,84.704,75.989,35.431,21.871,24.678,25.06,24.63,14.681,22.032,20.291,18.589,19.8,18.812,19.052,25.887,23.75,20.287,18.808,30.056,30.557,39.968,33.613,14.98,18.361,12.37,12.249,7.916,10.601,21.792,30.312,27.366,37.396,85.319,97.139,103.343,137.389,
CLOADNSWCE,ERGON1,10/08/2006,01/12/2006 12:43,142.324,140.961,146.056,149.206,137.042,124.368,109.5,92.264,82.311,72.952,71.157,82.804,91.784,101.52,51.872,32.489,33.573,27.821,29.219,25.622,27.998,23.133,36.581,43.892,31.836,26.06,36.676,26.473,25.695,27.005,41.453,41.647,42.452,36.033,25.028,17.597,17.038,17.758,12.178,18.956,23.315,37.663,29.526,39.68,77.826,96.593,93.596,122.2,
CLOADNSWCE,ERGON1,11/08/2006,01/12/2006 12:43,135.512,140.168,156.576,146.57,124.472,121.835,118.714,97.966,85.989,72.544,65.315,65.399,71.724,79.009,33.241,18.367,24.376,25.317,23.085,20.294,18.633,14.467,21.963,20.152,22.673,22.14,28.82,20.682,20.642,23.668,40.11,42.049,39.993,40.358,20.22,9.958,11.895,16.303,12.874,16.643,21.801,24.198,27.059,39.308,80.476,100.833,113.154,148.689,
CLOADNSWCE,ERGON1,12/08/2006,01/12/2006 12:43,151.959,151.117,168.323,153.521,140.387,129.555,115.421,91.72,73.281,73.866,71.047,56.746,54.64,82.213,65.789,70.012,74.467,86.217,91.614,84.276,76.216,70.667,58.951,52.814,54.848,58.102,61.608,60.024,44.753,53.633,58.111,58.473,53.453,58.374,40.525,41.73,37.079,33.582,37.791,43.361,55.215,53.218,54.22,72.992,79.513,82.471,68.906,74.302,
CLOADNSWCE,ERGON1,13/08/2006,14/12/2006 01:22,65.413,71.068,88.467,86.065,82.068,81.029,68.377,71.34,63.993,65.881,70.03,64.909,62.632,55.664,43.69,67.299,65.502,68.973,87.973,84.361,66.424,62.52,62.135,53.746,58.544,54.178,54.042,44.61,44.173,43.955,65.221,69.235,65.267,48.508,35.961,29.543,42.261,37.38,39.172,41.546,50.45,68.14,67.218,67.934,73.607,78.735,66.242,71.418,
CLOADNSWCE,ERGON1,14/08/2006,14/12/2006 01:22,55.1,53.375,87.002,84.707,89.708,84.938,78.572,76.2,64.44,65.192,64.58,65.726,73.635,76.686,33.523,21.567,20.843,17.044,17.79,15.634,18.889,14.398,21.459,19.202,22.232,24.07,27.615,25.186,19.031,18.434,33.419,40.01,36.584,26.966,15.948,9.598,5.513,11.147,11.337,10.136,23.737,26.876,35.108,41.408,82.712,95.26,103.778,143.695,
CLOADNSWCE,ERGON1,15/08/2006,14/12/2006 01:22,150.804,161.854,189.149,166.613,151.937,131.241,126.716,103.469,81.833,71.097,66.118,75.565,81.382,83.517,35.132,22.99,29.743,25.272,23.31,14.46,14.866,20.447,26.677,22.973,19.081,23.538,30.467,32.938,20.125,19.874,30.172,37.114,33.118,27.483,14.959,14.375,17.385,20.44,15.079,18.838,27.09,30.154,25.32,44.302,83.954,92.634,104.377,138.602,
CLOADNSWCE,ERGON1,16/08/2006,14/12/2006 01:22,140.171,159.207,168.434,156.989,139.505,131.127,117.807,85.405,85.912,73.801,67.934,67.957,74.021,100.089,36.397,28.81,29.448,25.333,23.643,16.963,16.903,15.544,19.638,21.314,18.573,19.521,27.161,22.353,15.53,21.283,35.816,38.524,31.875,25.642,13.221,8.465,15.945,11.212,15.739,12.251,25.261,21.825,26.52,37.989,88.712,98.025,105.336,142.761,
CLOADNSWCE,ERGON1,17/08/2006,14/12/2006 01:22,155.479,147.297,180.597,160.361,148.272,127.723,125.074,91.032,86.031,64.585,60.077,65.194,67.976,85.005,38.328,24.13,23.861,14.547,14.786,15.741,13.361,16.512,22.107,21.379,21.9,19.342,28.814,29.583,27.964,23.995,37.939,49.803,45.245,28.989,15.95,6.281,15.582,17.317,13.536,14.885,25.767,30.074,22.25,44.224,81.065,89.036,108.662,130.227,
CLOADNSWCE,ERGON1,18/08/2006,14/12/2006 01:22,177.447,129.474,143.313,152.537,139.94,130.78,118.542,96.655,86.716,72.575,63.93,74.656,64.364,81.071,33.87,24.688,20.677,14.8,19.179,20.081,28.35,26.902,34.966,23.545,24.274,22.322,32.168,24.94,16.689,19.827,34.983,36.366,38.991,31.794,14.39,12.71,28.448,11.664,14.888,17.095,25.306,20.156,22.601,34.344,80.803,93.753,104.749,144.658,
CLOADNSWCE,ERGON1,19/08/2006,14/12/2006 01:22,131.533,136.408,154.828,146.335,139.89,129.57,135.494,98.493,80.264,71.073,66.338,67.313,54.052,55.377,47.537,70.307,70.974,83.598,81.411,80.504,78.887,89.471,72.53,61.989,53.114,48.39,55.933,55.593,52.847,45.551,57.319,59.474,54.247,57.456,39.721,38.416,33.759,26.459,29.908,42.379,45.055,53.957,49.235,57.211,74.016,75.073,70.843,77.623,
