RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.062471,0.084493,7.6817,11.724,8169.2,10847
0.062367,0.084629,7.6665,11.837,8160.9,10882
0.062525,0.085257,7.6981,11.881,8186.7,11023
0.062537,0.083833,7.6857,11.631,8175.4,10781
0.062493,0.085514,7.676,11.836,8177.9,10969
0.062309,0.084097,7.668,11.657,8158.4,10814
0.062618,0.084805,7.715,11.753,8183.7,10801
0.062467,0.083567,7.6782,11.512,8167.6,10737
0.062392,0.08419,7.6838,11.718,8167.5,10831
0.06216,0.082948,7.6248,11.446,8120.1,10692
0.062375,0.08539,7.6801,11.676,8161.3,10942
0.062281,0.084964,7.6567,11.824,8132.2,10981
0.062582,0.084987,7.68,11.765,8176.3,10921
0.062542,0.084558,7.6898,11.759,8169.6,10885
0.062198,0.083292,7.6358,11.519,8121.4,10692
0.062755,0.08521,7.6893,11.887,8181.9,10928
0.062247,0.083708,7.6467,11.556,8144.9,10793
0.062631,0.083539,7.6844,11.54,8175,10812
0.062481,0.0843,7.6727,11.742,8159.7,10851
0.062117,0.084156,7.6418,11.629,8117.1,10811
0.062345,0.085306,7.6572,11.683,8145.8,10895
0.062454,0.082786,7.6763,11.603,8160.7,10746
0.062449,0.084619,7.679,11.776,8170.2,10906
0.062359,0.083925,7.6553,11.578,8148.5,10765
0.062304,0.083406,7.6783,11.609,8153.8,10701
0.062302,0.084391,7.6641,11.729,8143.4,10893
0.062863,0.084431,7.7277,11.841,8216.6,10892
0.062314,0.084141,7.6848,11.619,8156.6,10818
0.062183,0.084152,7.6361,11.665,8133.2,10814
0.062346,0.084295,7.6493,11.587,8145.6,10807
0.062324,0.084032,7.6529,11.679,8140.9,10847
0.062337,0.084268,7.6655,11.662,8155.5,10898
0.062469,0.085034,7.6808,11.748,8172.3,10911
0.062355,0.084384,7.6781,11.738,8157.8,10884
0.062412,0.084712,7.6881,11.68,8154.6,10853
0.062417,0.084131,7.6828,11.66,8178.7,10822
0.062515,0.084572,7.696,11.627,8175,10805
0.062316,0.083647,7.6548,11.511,8139.4,10789
0.062562,0.084257,7.7085,11.732,8181.1,10855
0.062438,0.083644,7.6836,11.697,8168.7,10832
0.062234,0.083576,7.6604,11.566,8152.7,10757
0.062469,0.08281,7.6686,11.55,8166.4,10741
0.062133,0.083821,7.6364,11.558,8123.7,10779
0.062549,0.083676,7.7023,11.68,8187.2,10805
0.0625,0.084278,7.6946,11.668,8179.7,10836
0.062475,0.083274,7.6692,11.534,8163.6,10729
0.062252,0.083043,7.6396,11.592,8123.3,10761
0.06247,0.084124,7.6816,11.703,8168.1,10874
0.062438,0.083835,7.6706,11.605,8164.8,10783
0.062503,0.082964,7.6572,11.632,8159.1,10783
0.062584,0.08371,7.7113,11.645,8198.7,10820
0.062412,0.083356,7.6735,11.609,8161,10753
0.062443,0.085626,7.6741,11.775,8165.2,10991
0.062512,0.084499,7.6837,11.734,8169.3,10850
0.062527,0.084869,7.6932,11.825,8173.7,10952
0.062526,0.084247,7.6748,11.626,8177,10824
0.062249,0.083735,7.6476,11.641,8127.6,10802
0.062559,0.084313,7.7128,11.83,8197.9,10869
0.062219,0.08423,7.6383,11.663,8145.7,10835
0.062407,0.084462,7.6628,11.624,8160.4,10835
0.062246,0.084651,7.6817,11.819,8149.8,10921
0.062342,0.083235,7.6557,11.584,8142.2,10705
0.062152,0.083745,7.6336,11.503,8126.3,10763
0.062481,0.084515,7.7044,11.583,8183.1,10822
0.062356,0.084941,7.6448,11.647,8138.3,10892
0.062551,0.084101,7.6894,11.72,8184.8,10878
0.062245,0.083423,7.6383,11.509,8130.3,10736
0.062486,0.084823,7.6955,11.671,8181.3,10910
0.062432,0.083327,7.6769,11.544,8164.5,10765
0.062451,0.084159,7.6735,11.755,8161.6,10860
0.062282,0.085834,7.6393,11.815,8141.7,10965
0.062496,0.084351,7.6775,11.609,8159.8,10832
0.062405,0.082899,7.6577,11.429,8148.1,10663
0.062349,0.083874,7.663,11.668,8135.5,10794
0.062246,0.084406,7.6592,11.636,8143.4,10831
0.062216,0.083242,7.6622,11.677,8144.9,10790
0.062249,0.083922,7.6358,11.609,8126.8,10768
0.06285,0.084133,7.7043,11.783,8203,10892
0.062332,0.085679,7.664,11.783,8150.4,10992
0.062296,0.084213,7.6508,11.725,8140.6,10892
